fila_original,grupo,conjunto
2516,122,Prueba
2517,1571,Entrenamiento
2518,1572,Entrenamiento
2519,1573,Entrenamiento
2520,1574,Entrenamiento
2521,1575,Entrenamiento
2522,1576,Entrenamiento
2523,1577,Entrenamiento
2524,1578,Prueba
2525,1579,Entrenamiento
2526,1580,Validacion
2527,1581,Entrenamiento
2528,1582,Entrenamiento
2529,1583,Entrenamiento
2530,1584,Entrenamiento
2531,1585,Entrenamiento
2532,1586,Validacion
2533,1587,Entrenamiento
2534,1588,Entrenamiento
2535,1589,Entrenamiento
2536,1590,Entrenamiento
2537,544,Validacion
2538,834,Entrenamiento
2539,1046,Validacion
2540,283,Validacion
2541,1591,Entrenamiento
2542,1592,Entrenamiento
2543,1593,Validacion
2544,815,Entrenamiento
2545,982,Entrenamiento
2546,1594,Entrenamiento
2547,1595,Validacion
2548,1596,Entrenamiento
2549,295,Validacion
2550,1597,Entrenamiento
2551,1598,Entrenamiento
2552,794,Validacion
2553,1599,Validacion
2554,508,Entrenamiento
2555,1075,Prueba
2556,1269,Entrenamiento
2557,167,Validacion
2558,981,Entrenamiento
2559,1600,Validacion
2560,1601,Entrenamiento
2561,296,Validacion
2562,1602,Entrenamiento
2563,885,Entrenamiento
2564,548,Validacion
2565,751,Validacion
2566,1603,Entrenamiento
2567,1604,Entrenamiento
2568,1409,Entrenamiento
2569,1605,Entrenamiento
2570,1606,Prueba
2571,1147,Entrenamiento
2572,1607,Entrenamiento
2573,1608,Entrenamiento
2574,1510,Entrenamiento
2575,1609,Prueba
2576,1610,Entrenamiento
2577,1611,Validacion
2578,1612,Prueba
2579,1082,Entrenamiento
2580,1613,Entrenamiento
2581,4,Entrenamiento
2582,483,Entrenamiento
2583,1614,Validacion
2584,1615,Prueba
2585,1616,Entrenamiento
2586,1617,Validacion
2587,826,Entrenamiento
2588,756,Validacion
2589,389,Entrenamiento
2590,1618,Validacion
2591,1619,Entrenamiento
2592,292,Validacion
2593,1620,Validacion
2594,1386,Entrenamiento
2595,1621,Entrenamiento
2596,1622,Entrenamiento
2597,1623,Entrenamiento
2598,1624,Entrenamiento
2599,524,Entrenamiento
2600,167,Validacion
2601,1625,Entrenamiento
2602,115,Entrenamiento
2603,1118,Entrenamiento
2604,874,Entrenamiento
2605,431,Entrenamiento
2606,1626,Entrenamiento
2607,1627,Entrenamiento
2608,1628,Entrenamiento
2609,1629,Entrenamiento
2610,1630,Prueba
2611,1631,Entrenamiento
2612,1195,Entrenamiento
2613,372,Entrenamiento
2614,1632,Validacion
2615,773,Entrenamiento
2616,1633,Entrenamiento
2617,1634,Entrenamiento
2618,1635,Entrenamiento
2619,1636,Entrenamiento
2620,1637,Entrenamiento
2621,1638,Entrenamiento
2622,267,Entrenamiento
2623,65,Validacion
2624,399,Entrenamiento
2625,1639,Entrenamiento
2626,167,Validacion
2627,1640,Entrenamiento
2628,1641,Entrenamiento
2629,1256,Entrenamiento
2630,499,Entrenamiento
2631,738,Entrenamiento
2632,345,Entrenamiento
2633,188,Entrenamiento
2634,647,Entrenamiento
2635,102,Validacion
2636,341,Entrenamiento
2637,969,Validacion
2638,1642,Entrenamiento
2639,1380,Entrenamiento
2640,765,Validacion
2641,1643,Validacion
2642,842,Prueba
2643,944,Prueba
2644,1644,Entrenamiento
2645,1645,Entrenamiento
2646,416,Prueba
2647,1461,Entrenamiento
2648,0,Entrenamiento
2649,1646,Entrenamiento
2650,6,Entrenamiento
2651,1647,Validacion
2652,62,Prueba
2653,1487,Validacion
2654,1648,Entrenamiento
2655,1649,Entrenamiento
2656,1650,Prueba
2657,1651,Entrenamiento
2658,1652,Prueba
2659,1653,Entrenamiento
2660,1654,Prueba
2661,217,Validacion
2662,145,Entrenamiento
2663,1655,Entrenamiento
2664,400,Entrenamiento
2665,630,Entrenamiento
2666,167,Validacion
2667,217,Validacion
2668,1656,Entrenamiento
2669,1657,Prueba
2670,1658,Entrenamiento
2671,1659,Entrenamiento
2672,1660,Entrenamiento
2673,476,Entrenamiento
2674,266,Entrenamiento
2675,231,Entrenamiento
2676,1506,Entrenamiento
2677,1661,Entrenamiento
2678,1662,Prueba
2679,1663,Entrenamiento
2680,1664,Entrenamiento
2681,904,Entrenamiento
2682,892,Entrenamiento
2683,579,Entrenamiento
2684,1665,Prueba
2685,373,Prueba
2686,1666,Prueba
2687,1667,Entrenamiento
2688,987,Entrenamiento
2689,1017,Entrenamiento
2690,1668,Entrenamiento
2691,380,Validacion
2692,318,Prueba
2693,1669,Validacion
2694,1670,Prueba
2695,87,Entrenamiento
2696,1671,Entrenamiento
2697,1672,Prueba
2698,1673,Entrenamiento
2699,1674,Entrenamiento
2700,556,Entrenamiento
2701,582,Prueba
2702,1101,Prueba
2703,1368,Entrenamiento
2704,62,Prueba
2705,1338,Prueba
2706,1675,Entrenamiento
2707,8,Validacion
2708,723,Entrenamiento
2709,719,Entrenamiento
2710,1415,Entrenamiento
2711,1676,Entrenamiento
2712,238,Prueba
2713,818,Entrenamiento
2714,1677,Entrenamiento
2715,1078,Entrenamiento
2716,203,Prueba
2717,1375,Entrenamiento
2718,1456,Validacion
2719,1678,Entrenamiento
2720,1679,Entrenamiento
2721,925,Prueba
2722,635,Entrenamiento
2723,1680,Entrenamiento
2724,1681,Entrenamiento
2725,1682,Entrenamiento
2726,1683,Entrenamiento
2727,397,Entrenamiento
2728,1684,Prueba
2729,302,Entrenamiento
2730,1685,Entrenamiento
2731,1296,Entrenamiento
2732,1686,Entrenamiento
2733,400,Entrenamiento
2734,635,Entrenamiento
2735,1687,Entrenamiento
2736,1688,Entrenamiento
2737,801,Entrenamiento
2738,1265,Entrenamiento
2739,1689,Entrenamiento
2740,420,Entrenamiento
2741,821,Entrenamiento
2742,301,Entrenamiento
2743,1690,Entrenamiento
2744,872,Entrenamiento
2745,517,Prueba
2746,1691,Entrenamiento
2747,1692,Entrenamiento
2748,1045,Entrenamiento
2749,1693,Entrenamiento
2750,1694,Validacion
2751,292,Validacion
2752,169,Entrenamiento
2753,822,Entrenamiento
2754,1026,Entrenamiento
2755,1079,Entrenamiento
2756,1263,Prueba
2757,885,Entrenamiento
2758,543,Prueba
2759,1252,Entrenamiento
2760,83,Entrenamiento
2761,1695,Entrenamiento
2762,1696,Entrenamiento
2763,1697,Entrenamiento
2764,905,Entrenamiento
2765,1698,Entrenamiento
2766,1699,Prueba
2767,883,Entrenamiento
2768,1700,Validacion
2769,1701,Entrenamiento
2770,913,Entrenamiento
2771,870,Entrenamiento
2772,1138,Entrenamiento
2773,64,Entrenamiento
2774,1702,Validacion
2775,1703,Validacion
2776,81,Entrenamiento
2777,1704,Entrenamiento
2778,1705,Entrenamiento
2779,1089,Entrenamiento
2780,598,Validacion
2781,313,Entrenamiento
2782,158,Entrenamiento
2783,116,Entrenamiento
2784,1124,Entrenamiento
2785,1706,Entrenamiento
2786,1359,Entrenamiento
2787,194,Entrenamiento
2788,1707,Entrenamiento
2789,1411,Prueba
2790,1708,Entrenamiento
2791,1709,Entrenamiento
2792,1075,Prueba
2793,351,Prueba
2794,656,Entrenamiento
2795,661,Entrenamiento
2796,1710,Entrenamiento
2797,1711,Entrenamiento
2798,944,Prueba
2799,1712,Entrenamiento
2800,736,Prueba
2801,404,Entrenamiento
2802,85,Entrenamiento
2803,1713,Entrenamiento
2804,1714,Entrenamiento
2805,1715,Entrenamiento
2806,1716,Entrenamiento
2807,1717,Prueba
2808,231,Entrenamiento
2809,742,Validacion
2810,548,Validacion
2811,1325,Entrenamiento
2812,714,Entrenamiento
2813,572,Entrenamiento
2814,538,Prueba
2815,1025,Validacion
2816,1718,Prueba
2817,1430,Entrenamiento
2818,1719,Entrenamiento
2819,580,Entrenamiento
2820,440,Entrenamiento
2821,935,Entrenamiento
2822,822,Entrenamiento
2823,29,Validacion
2824,978,Prueba
2825,1720,Prueba
2826,961,Entrenamiento
2827,1721,Validacion
2828,497,Prueba
2829,1393,Prueba
2830,1722,Entrenamiento
2831,188,Entrenamiento
2832,1723,Entrenamiento
2833,1724,Entrenamiento
2834,1725,Entrenamiento
2835,1726,Validacion
2836,1727,Entrenamiento
2837,318,Prueba
2838,908,Entrenamiento
2839,1193,Validacion
2840,868,Entrenamiento
2841,456,Entrenamiento
2842,14,Prueba
2843,1153,Entrenamiento
2844,1157,Prueba
2845,1558,Prueba
2846,285,Entrenamiento
2847,839,Entrenamiento
2848,478,Validacion
2849,1069,Entrenamiento
2850,929,Entrenamiento
2851,884,Entrenamiento
2852,773,Entrenamiento
2853,1728,Prueba
2854,1128,Prueba
2855,1370,Prueba
2856,1086,Prueba
2857,1414,Entrenamiento
2858,1408,Entrenamiento
2859,49,Entrenamiento
2860,1161,Validacion
2861,544,Validacion
2862,1729,Prueba
2863,823,Entrenamiento
2864,1730,Prueba
2865,1731,Entrenamiento
2866,1732,Validacion
2867,206,Entrenamiento
2868,1733,Entrenamiento
2869,84,Validacion
2870,384,Entrenamiento
2871,304,Entrenamiento
2872,564,Prueba
2873,149,Validacion
2874,345,Entrenamiento
2875,1734,Entrenamiento
2876,1735,Entrenamiento
2877,601,Entrenamiento
2878,400,Entrenamiento
2879,487,Entrenamiento
2880,1736,Entrenamiento
2881,1737,Prueba
2882,1738,Entrenamiento
2883,1739,Entrenamiento
2884,1740,Prueba
2885,1741,Prueba
2886,956,Entrenamiento
2887,984,Entrenamiento
2888,307,Entrenamiento
2889,33,Prueba
2890,26,Validacion
2891,89,Entrenamiento
2892,1742,Entrenamiento
2893,1100,Entrenamiento
2894,41,Entrenamiento
2895,387,Validacion
2896,1743,Prueba
2897,685,Entrenamiento
2898,103,Entrenamiento
2899,1290,Entrenamiento
2900,257,Validacion
2901,1442,Entrenamiento
2902,1198,Entrenamiento
2903,271,Entrenamiento
2904,1049,Prueba
2905,1250,Entrenamiento
2906,630,Entrenamiento
2907,1155,Entrenamiento
2908,1744,Prueba
2909,583,Entrenamiento
2910,1209,Validacion
2911,1745,Validacion
2912,1746,Entrenamiento
2913,315,Validacion
2914,1747,Prueba
2915,509,Entrenamiento
2916,440,Entrenamiento
2917,978,Prueba
2918,1748,Entrenamiento
2919,70,Prueba
2920,172,Entrenamiento
2921,1749,Entrenamiento
2922,662,Entrenamiento
2923,429,Prueba
2924,180,Entrenamiento
2925,599,Validacion
2926,1750,Entrenamiento
2927,400,Entrenamiento
2928,94,Entrenamiento
2929,1751,Entrenamiento
2930,1050,Entrenamiento
2931,46,Entrenamiento
2932,375,Entrenamiento
2933,1752,Entrenamiento
2934,893,Prueba
2935,1753,Entrenamiento
2936,1078,Entrenamiento
2937,533,Validacion
2938,205,Entrenamiento
2939,747,Validacion
2940,1754,Entrenamiento
2941,836,Entrenamiento
2942,131,Entrenamiento
2943,1395,Entrenamiento
2944,1755,Prueba
2945,713,Entrenamiento
2946,251,Validacion
2947,398,Entrenamiento
2948,1756,Validacion
2949,1101,Prueba
2950,692,Entrenamiento
2951,426,Validacion
2952,1401,Entrenamiento
2953,158,Entrenamiento
2954,1139,Entrenamiento
2955,784,Entrenamiento
2956,365,Entrenamiento
2957,722,Entrenamiento
2958,471,Prueba
2959,542,Entrenamiento
2960,1757,Entrenamiento
2961,422,Prueba
2962,255,Entrenamiento
2963,734,Validacion
2964,870,Entrenamiento
2965,1758,Entrenamiento
2966,1112,Entrenamiento
2967,456,Entrenamiento
2968,800,Validacion
2969,1759,Entrenamiento
2970,983,Entrenamiento
2971,1760,Prueba
2972,616,Entrenamiento
2973,1761,Entrenamiento
2974,399,Entrenamiento
2975,1493,Entrenamiento
2976,680,Entrenamiento
2977,698,Entrenamiento
2978,1465,Entrenamiento
2979,1210,Validacion
2980,603,Entrenamiento
2981,1133,Entrenamiento
2982,431,Entrenamiento
2983,1010,Prueba
2984,743,Entrenamiento
2985,1335,Validacion
2986,1762,Entrenamiento
2987,92,Entrenamiento
2988,19,Prueba
2989,927,Prueba
2990,1763,Entrenamiento
2991,103,Entrenamiento
2992,971,Entrenamiento
2993,1058,Entrenamiento
2994,850,Entrenamiento
2995,241,Entrenamiento
2996,234,Entrenamiento
2997,52,Entrenamiento
2998,1764,Entrenamiento
2999,1363,Entrenamiento
3000,282,Entrenamiento
3001,128,Entrenamiento
3002,1083,Entrenamiento
3003,932,Prueba
3004,1372,Entrenamiento
3005,1765,Prueba
3006,184,Validacion
3007,1766,Entrenamiento
3008,605,Prueba
3009,1336,Entrenamiento
3010,627,Entrenamiento
3011,696,Validacion
3012,1021,Entrenamiento
3013,232,Entrenamiento
3014,836,Entrenamiento
3015,832,Entrenamiento
3016,1055,Prueba
3017,668,Prueba
3018,528,Entrenamiento
3019,739,Entrenamiento
3020,1412,Validacion
3021,548,Validacion
3022,444,Entrenamiento
3023,1432,Prueba
3024,1767,Entrenamiento
3025,1050,Entrenamiento
3026,964,Prueba
3027,287,Prueba
3028,1643,Validacion
3029,485,Prueba
3030,947,Entrenamiento
3031,1278,Entrenamiento
3032,661,Entrenamiento
3033,734,Validacion
3034,1342,Entrenamiento
3035,260,Entrenamiento
3036,530,Prueba
3037,614,Entrenamiento
3038,43,Prueba
3039,968,Entrenamiento
3040,1065,Entrenamiento
3041,649,Entrenamiento
3042,1768,Entrenamiento
3043,1477,Prueba
3044,790,Entrenamiento
3045,377,Entrenamiento
3046,370,Entrenamiento
3047,342,Entrenamiento
3048,1769,Validacion
3049,766,Entrenamiento
3050,857,Prueba
3051,854,Entrenamiento
3052,402,Entrenamiento
3053,746,Validacion
3054,1770,Validacion
3055,1771,Entrenamiento
3056,211,Entrenamiento
3057,1772,Entrenamiento
3058,948,Entrenamiento
3059,779,Entrenamiento
3060,1306,Entrenamiento
3061,1522,Entrenamiento
3062,740,Entrenamiento
3063,58,Entrenamiento
3064,3,Entrenamiento
3065,1091,Entrenamiento
3066,1447,Entrenamiento
3067,1365,Entrenamiento
3068,672,Entrenamiento
3069,340,Entrenamiento
3070,817,Entrenamiento
3071,696,Validacion
3072,490,Entrenamiento
3073,1426,Prueba
3074,1773,Validacion
3075,1774,Entrenamiento
3076,1775,Entrenamiento
3077,1776,Entrenamiento
3078,40,Entrenamiento
3079,1777,Validacion
3080,949,Validacion
3081,1778,Entrenamiento
3082,671,Entrenamiento
3083,519,Entrenamiento
3084,917,Entrenamiento
3085,444,Entrenamiento
3086,928,Entrenamiento
3087,204,Entrenamiento
3088,252,Validacion
3089,1371,Prueba
3090,523,Entrenamiento
3091,236,Entrenamiento
3092,623,Entrenamiento
3093,289,Entrenamiento
3094,160,Entrenamiento
3095,137,Entrenamiento
3096,615,Entrenamiento
3097,1029,Validacion
3098,257,Validacion
3099,1038,Validacion
3100,529,Entrenamiento
3101,32,Entrenamiento
3102,884,Entrenamiento
3103,1779,Prueba
3104,497,Prueba
3105,319,Validacion
3106,597,Entrenamiento
3107,609,Entrenamiento
3108,290,Prueba
3109,569,Entrenamiento
3110,1780,Prueba
3111,683,Prueba
3112,1781,Entrenamiento
3113,200,Entrenamiento
3114,1781,Entrenamiento
3115,650,Entrenamiento
3116,1782,Validacion
3117,0,Entrenamiento
3118,1084,Prueba
3119,239,Prueba
3120,727,Entrenamiento
3121,693,Validacion
3122,54,Entrenamiento
3123,1783,Entrenamiento
3124,909,Entrenamiento
3125,702,Entrenamiento
3126,1251,Entrenamiento
3127,938,Entrenamiento
3128,1098,Entrenamiento
3129,1352,Entrenamiento
3130,344,Entrenamiento
3131,317,Entrenamiento
3132,1784,Entrenamiento
3133,380,Validacion
3134,1507,Prueba
3135,580,Entrenamiento
3136,1785,Entrenamiento
3137,1786,Validacion
3138,1120,Entrenamiento
3139,602,Validacion
3140,1787,Entrenamiento
3141,1484,Entrenamiento
3142,1283,Entrenamiento
3143,153,Entrenamiento
3144,166,Entrenamiento
3145,583,Entrenamiento
3146,59,Entrenamiento
3147,69,Validacion
3148,1788,Prueba
3149,1789,Prueba
3150,756,Validacion
3151,614,Entrenamiento
3152,751,Validacion
3153,519,Entrenamiento
3154,464,Entrenamiento
3155,154,Entrenamiento
3156,303,Entrenamiento
3157,1094,Validacion
3158,819,Entrenamiento
3159,841,Prueba
3160,443,Validacion
3161,211,Entrenamiento
3162,377,Entrenamiento
3163,930,Entrenamiento
3164,855,Entrenamiento
3165,208,Validacion
3166,776,Validacion
3167,126,Entrenamiento
3168,809,Prueba
3169,400,Entrenamiento
3170,359,Entrenamiento
3171,175,Prueba
3172,126,Entrenamiento
3173,1384,Entrenamiento
3174,1215,Validacion
3175,674,Entrenamiento
3176,1115,Prueba
3177,1401,Entrenamiento
3178,772,Entrenamiento
3179,618,Entrenamiento
3180,391,Entrenamiento
3181,34,Entrenamiento
3182,1483,Validacion
3183,1334,Prueba
3184,1790,Entrenamiento
3185,1791,Entrenamiento
3186,1792,Entrenamiento
3187,841,Prueba
3188,56,Entrenamiento
3189,82,Entrenamiento
3190,1160,Entrenamiento
3191,1793,Entrenamiento
3192,124,Validacion
3193,1794,Entrenamiento
3194,1795,Entrenamiento
3195,615,Entrenamiento
3196,1338,Prueba
3197,1248,Entrenamiento
3198,588,Entrenamiento
3199,472,Prueba
3200,344,Entrenamiento
3201,875,Entrenamiento
3202,1005,Entrenamiento
3203,547,Entrenamiento
3204,690,Validacion
3205,58,Entrenamiento
3206,400,Entrenamiento
3207,1273,Entrenamiento
3208,251,Validacion
3209,164,Entrenamiento
3210,166,Entrenamiento
3211,1796,Entrenamiento
3212,942,Entrenamiento
3213,425,Validacion
3214,752,Entrenamiento
3215,197,Entrenamiento
3216,1479,Entrenamiento
3217,663,Entrenamiento
3218,341,Entrenamiento
3219,383,Entrenamiento
3220,385,Entrenamiento
3221,743,Entrenamiento
3222,772,Entrenamiento
3223,1797,Entrenamiento
3224,1798,Entrenamiento
3225,45,Validacion
3226,1515,Entrenamiento
3227,957,Validacion
3228,1799,Entrenamiento
3229,579,Entrenamiento
3230,203,Prueba
3231,683,Prueba
3232,1037,Entrenamiento
3233,467,Entrenamiento
3234,253,Entrenamiento
3235,1800,Entrenamiento
3236,981,Entrenamiento
3237,1801,Entrenamiento
3238,1113,Entrenamiento
3239,143,Entrenamiento
3240,992,Entrenamiento
3241,805,Prueba
3242,629,Entrenamiento
3243,1802,Entrenamiento
3244,1275,Entrenamiento
3245,1259,Entrenamiento
3246,1803,Validacion
3247,272,Validacion
3248,352,Entrenamiento
3249,161,Entrenamiento
3250,1231,Validacion
3251,811,Prueba
3252,510,Entrenamiento
3253,1333,Entrenamiento
3254,1802,Entrenamiento
3255,905,Entrenamiento
3256,391,Entrenamiento
3257,1285,Entrenamiento
3258,911,Validacion
3259,205,Entrenamiento
3260,1063,Entrenamiento
3261,1441,Entrenamiento
3262,1012,Entrenamiento
3263,869,Entrenamiento
3264,1804,Entrenamiento
3265,1024,Entrenamiento
3266,1805,Entrenamiento
3267,244,Entrenamiento
3268,1220,Validacion
3269,147,Entrenamiento
3270,343,Entrenamiento
3271,1207,Entrenamiento
3272,891,Entrenamiento
3273,339,Validacion
3274,1159,Entrenamiento
3275,501,Prueba
3276,622,Prueba
3277,101,Validacion
3278,735,Entrenamiento
3279,741,Entrenamiento
3280,496,Entrenamiento
3281,292,Validacion
3282,1054,Entrenamiento
3283,1014,Entrenamiento
3284,1374,Validacion
3285,949,Validacion
3286,1806,Entrenamiento
3287,1508,Entrenamiento
3288,134,Validacion
3289,297,Prueba
3290,508,Entrenamiento
3291,25,Entrenamiento
3292,484,Entrenamiento
3293,249,Entrenamiento
3294,753,Entrenamiento
3295,643,Entrenamiento
3296,994,Validacion
3297,832,Entrenamiento
3298,936,Entrenamiento
3299,937,Entrenamiento
3300,1807,Prueba
3301,30,Validacion
3302,1087,Prueba
3303,27,Entrenamiento
3304,1808,Entrenamiento
3305,1099,Entrenamiento
3306,896,Prueba
3307,321,Entrenamiento
3308,1809,Entrenamiento
3309,883,Entrenamiento
3310,210,Validacion
3311,1810,Entrenamiento
3312,670,Prueba
3313,453,Prueba
3314,462,Entrenamiento
3315,444,Entrenamiento
3316,528,Entrenamiento
3317,1423,Entrenamiento
3318,651,Entrenamiento
3319,1382,Entrenamiento
3320,1037,Entrenamiento
3321,1083,Entrenamiento
3322,157,Prueba
3323,113,Entrenamiento
3324,1272,Prueba
3325,792,Entrenamiento
3326,603,Entrenamiento
3327,67,Entrenamiento
3328,294,Entrenamiento
3329,816,Entrenamiento
3330,331,Entrenamiento
3331,358,Entrenamiento
3332,434,Entrenamiento
3333,537,Entrenamiento
3334,688,Entrenamiento
3335,1189,Validacion
3336,732,Entrenamiento
3337,1476,Validacion
3338,247,Validacion
3339,650,Entrenamiento
3340,167,Validacion
3341,181,Validacion
3342,620,Prueba
3343,1337,Entrenamiento
3344,370,Entrenamiento
3345,280,Entrenamiento
3346,380,Validacion
3347,411,Prueba
3348,1052,Validacion
3349,1072,Entrenamiento
3350,254,Validacion
3351,37,Validacion
3352,1008,Entrenamiento
3353,619,Entrenamiento
3354,214,Prueba
3355,1201,Entrenamiento
3356,916,Entrenamiento
3357,843,Entrenamiento
3358,229,Validacion
3359,993,Entrenamiento
3360,351,Prueba
3361,148,Entrenamiento
3362,1196,Entrenamiento
3363,48,Entrenamiento
3364,646,Entrenamiento
3365,542,Entrenamiento
3366,848,Prueba
3367,754,Entrenamiento
3368,537,Entrenamiento
3369,964,Prueba
3370,953,Entrenamiento
3371,572,Entrenamiento
3372,1723,Entrenamiento
3373,1811,Entrenamiento
3374,95,Prueba
3375,23,Prueba
3376,330,Entrenamiento
3377,918,Entrenamiento
3378,1379,Prueba
3379,730,Prueba
3380,509,Entrenamiento
3381,657,Validacion
3382,543,Prueba
3383,283,Validacion
3384,717,Entrenamiento
3385,1087,Prueba
3386,922,Entrenamiento
3387,647,Entrenamiento
3388,466,Entrenamiento
3389,1466,Entrenamiento
3390,892,Entrenamiento
3391,412,Entrenamiento
3392,1524,Entrenamiento
3393,312,Entrenamiento
3394,75,Validacion
3395,1265,Entrenamiento
3396,126,Entrenamiento
3397,611,Prueba
3398,506,Prueba
3399,1009,Entrenamiento
3400,1450,Entrenamiento
3401,1812,Entrenamiento
3402,99,Validacion
3403,1460,Entrenamiento
3404,174,Entrenamiento
3405,986,Entrenamiento
3406,1494,Entrenamiento
3407,1181,Prueba
3408,220,Entrenamiento
3409,172,Entrenamiento
3410,474,Entrenamiento
3411,1813,Validacion
3412,570,Entrenamiento
3413,152,Entrenamiento
3414,1216,Entrenamiento
3415,699,Entrenamiento
3416,535,Entrenamiento
3417,336,Validacion
3418,18,Entrenamiento
3419,676,Validacion
3420,889,Prueba
3421,178,Entrenamiento
3422,1445,Entrenamiento
3423,458,Entrenamiento
3424,189,Entrenamiento
3425,1814,Entrenamiento
3426,378,Prueba
3427,1815,Entrenamiento
3428,79,Validacion
3429,193,Entrenamiento
3430,16,Entrenamiento
3431,437,Validacion
3432,444,Entrenamiento
3433,1027,Entrenamiento
3434,831,Prueba
3435,600,Entrenamiento
3436,940,Entrenamiento
3437,325,Prueba
3438,15,Prueba
3439,382,Entrenamiento
3440,824,Entrenamiento
3441,127,Entrenamiento
3442,1356,Entrenamiento
3443,444,Entrenamiento
3444,673,Entrenamiento
3445,355,Entrenamiento
3446,391,Entrenamiento
3447,192,Prueba
3448,418,Validacion
3449,1014,Entrenamiento
3450,1504,Prueba
3451,263,Validacion
3452,753,Entrenamiento
3453,1495,Entrenamiento
3454,139,Prueba
3455,376,Validacion
3456,1084,Prueba
3457,829,Validacion
3458,937,Entrenamiento
3459,1219,Validacion
3460,1816,Entrenamiento
3461,951,Entrenamiento
3462,1817,Prueba
3463,1818,Prueba
3464,722,Entrenamiento
3465,1108,Entrenamiento
3466,1819,Entrenamiento
3467,1045,Entrenamiento
3468,937,Entrenamiento
3469,250,Entrenamiento
3470,1175,Validacion
3471,1095,Validacion
3472,1261,Prueba
3473,1235,Validacion
3474,274,Prueba
3475,621,Validacion
3476,607,Prueba
3477,703,Entrenamiento
3478,696,Validacion
3479,88,Prueba
3480,13,Entrenamiento
3481,837,Validacion
3482,684,Entrenamiento
3483,559,Entrenamiento
3484,1820,Validacion
3485,1731,Entrenamiento
3486,418,Validacion
3487,326,Entrenamiento
3488,451,Prueba
3489,306,Entrenamiento
3490,599,Validacion
3491,1186,Prueba
3492,1821,Entrenamiento
3493,817,Entrenamiento
3494,1822,Prueba
3495,1322,Prueba
3496,1823,Entrenamiento
3497,126,Entrenamiento
3498,253,Entrenamiento
3499,64,Entrenamiento
3500,1824,Entrenamiento
3501,775,Entrenamiento
3502,965,Entrenamiento
3503,1825,Entrenamiento
3504,1173,Prueba
3505,1224,Validacion
3506,399,Entrenamiento
3507,524,Entrenamiento
3508,568,Prueba
3509,959,Entrenamiento
3510,549,Prueba
3511,594,Prueba
3512,1110,Entrenamiento
3513,1343,Entrenamiento
3514,140,Entrenamiento
3515,681,Validacion
3516,235,Entrenamiento
3517,1826,Entrenamiento
3518,111,Entrenamiento
3519,31,Entrenamiento
3520,397,Entrenamiento
3521,612,Entrenamiento
3522,885,Entrenamiento
3523,144,Prueba
3524,780,Entrenamiento
3525,104,Entrenamiento
3526,1308,Entrenamiento
3527,905,Entrenamiento
3528,1249,Entrenamiento
3529,178,Entrenamiento
3530,1827,Entrenamiento
3531,959,Entrenamiento
3532,1828,Entrenamiento
3533,162,Entrenamiento
3534,868,Entrenamiento
3535,441,Entrenamiento
3536,853,Entrenamiento
3537,686,Entrenamiento
3538,1829,Entrenamiento
3539,1392,Validacion
3540,117,Entrenamiento
3541,411,Prueba
3542,867,Entrenamiento
3543,683,Prueba
3544,1830,Entrenamiento
3545,1009,Entrenamiento
3546,1066,Entrenamiento
3547,348,Entrenamiento
3548,1831,Prueba
3549,141,Entrenamiento
3550,933,Entrenamiento
3551,1422,Entrenamiento
3552,1485,Validacion
3553,1832,Validacion
3554,1303,Entrenamiento
3555,609,Entrenamiento
3556,644,Prueba
3557,1312,Entrenamiento
3558,771,Entrenamiento
3559,333,Validacion
3560,1086,Prueba
3561,1833,Entrenamiento
3562,6,Entrenamiento
3563,1478,Entrenamiento
3564,492,Entrenamiento
3565,696,Validacion
3566,498,Validacion
3567,973,Entrenamiento
3568,1431,Entrenamiento
3569,462,Entrenamiento
3570,286,Prueba
3571,251,Validacion
3572,253,Entrenamiento
3573,310,Entrenamiento
3574,366,Prueba
3575,588,Entrenamiento
3576,810,Validacion
3577,969,Validacion
3578,833,Prueba
3579,25,Entrenamiento
3580,1011,Entrenamiento
3581,663,Entrenamiento
3582,1029,Validacion
3583,970,Entrenamiento
3584,60,Entrenamiento
3585,1299,Entrenamiento
3586,1834,Entrenamiento
3587,431,Entrenamiento
3588,1835,Prueba
3589,793,Entrenamiento
3590,663,Entrenamiento
3591,271,Entrenamiento
3592,413,Entrenamiento
3593,114,Entrenamiento
3594,470,Entrenamiento
3595,656,Entrenamiento
3596,1836,Entrenamiento
3597,150,Validacion
3598,1837,Prueba
3599,729,Entrenamiento
3600,219,Prueba
3601,204,Entrenamiento
3602,943,Entrenamiento
3603,518,Prueba
3604,816,Entrenamiento
3605,1309,Entrenamiento
3606,1838,Entrenamiento
3607,283,Validacion
3608,153,Entrenamiento
3609,847,Entrenamiento
3610,217,Validacion
3611,1346,Entrenamiento
3612,414,Prueba
3613,217,Validacion
3614,430,Entrenamiento
3615,237,Entrenamiento
3616,1420,Validacion
3617,615,Entrenamiento
3618,1501,Validacion
3619,431,Entrenamiento
3620,369,Entrenamiento
3621,1378,Entrenamiento
3622,1839,Prueba
3623,380,Validacion
3624,694,Entrenamiento
3625,940,Entrenamiento
3626,1141,Entrenamiento
3627,396,Entrenamiento
3628,119,Entrenamiento
3629,1094,Validacion
3630,1033,Prueba
3631,865,Prueba
3632,1458,Entrenamiento
3633,1470,Entrenamiento
3634,1383,Validacion
3635,917,Entrenamiento
3636,636,Entrenamiento
